Eltekeh אלתקא
Amon אמון
faith אמן
strength אמץ
Eleph אלף
Eltekon אלתקן
steadiness אמונה
faithfulness אמן
piebald אמץ
produce in abundance אלף
if אם
Amoz אמוץ
artisan אמן
be strong אמץ
be familiar אלף
mother אם
Ami אמי
be firm אמן
strength אמצה
Elpelet אלפלט
handmaid אמה
strong אמיץ
indeed אמנה
Amzi אמצי
Amaziah אמציה
Amariah אמריהו
man אנושׁ
plummet אנך
accident אסון
Amaziah אמציהו
Amraphel אמרפל
incurable אנושׁ
i אנכי
fetter אסור
word אמר
yesterday evening אמשׁ
Enosh אנושׁ
complain אנן
harvesting אסיף
saying אמר
trustworthiness אמת
gasp אנח
compel אנס
prisoner אסיר
antler אמר
sack אמתחת
sigh אנחה
be angry אנף
prisoner אסיר
Immer אמר
Amittai אמתי
we אנחנו
<bird's name> אנפה
Assir אסיר
boast אמר
whither אן
Anaharath אנחרת
sigh אנק
store אסם
say אמר
<Heliopolis> אן
i אני
sigh אנקה
Asnah אסנה
word אמרה
pray אנא
ship אני
gecko אנקה
Asenath אסנת
Amorite אמרי
time of mourning אנה
ship אניה
be sickly אנשׁ
gathering אסף
Imri אמרי
mourn אנה
mourning אניה
Asa אסא
store אסף
Amariah אמריה
occur אנה
Aniam אניעם
jar אסוך
Asaph אסף
gather אסף
ephod אפד
strong אפיק
snake אפעה
Ephrathite אפרתי
<uncertain> אספה
Ephod אפד
Aphek אפיק
encompass אפף
Ezbon אצבון
collection אספה
dress אפד
darkness אפל
Aphek אפק
finger אצבע
cluster אספסף
covering אפדה
darkness אפל
be strong אפק
remote part אציל
Aspatha אספתא
royal tent אפדן
darkness אפלה
Aphekah אפקה
noble אציל
Esarhaddon אסר חדן
baker אפה
Ephlal אפלל
dust אפר
armpit אציל
obligation אסר
bake אפה
right time אפן
band אפר
side אצל
Assir אסר
then אפו
Ephes Dammim אפס דמים
young one אפרח
Azel אצל
bind אסר
Aphiah אפיח
end אפס
litter אפריון
Azel אצל
Esther אסתר
late אפיל
end אפס
Ephraim אפרים
set aside אצל
even אף
Appaim אפים
ankles אפסים
Ephrath אפרת
Azaliah אצליהו
nose אף
stream אפיק
<uncertain> אפע
Ephrathah אפרתה
Ozem אצם
bracelet אצעדה
lie in ambush ארב
purple-wool ארגמן
solid ארוז
lion ארי
Ezer אצר
locust ארבה
Ard ארד
healing ארוכה
Uri ארי
store אצר
hole ארבה
Ardon ארדון
Arumah ארומה
fire-place אריאל
beryl אקדח
<uncertain> ארבה
Ardite ארדי
ark ארון
<part of Jerusalem> אריאל
wild goat אקו
Arubboth ארבות
Aridai ארדי
Araunah ארונה
Ariel אריאל
Ara ארא
Arbite ארבי
pluck ארה
cedar ארז
Aridatha ארידתא
<uncertain> אראל
four ארבע
Arodi ארוד
wainscot ארזה
lion אריה
Arelite אראלי
weaver's bobbin ארג
Arvad ארוד
path ארח
Arieh אריה
Areli אראלי
weave ארג
Arvadite ארודי
Arah ארח
Arioch אריוך
ambush ארב
Argob ארגב
Arodite ארודי
wander ארח
Arisai אריסי
ambush ארב
<uncertain> ארגון
Arodi ארודי
caravan ארחה
long ארך
Arab ארב
saddle-bag ארגז
stall ארוה
sustenance ארחה
length ארך
long ארך
Aran ארן
<uncertain> אררי
Esh-Baal אשׁבעל
Ashhur אשׁחור
Erech ארך
Oren ארן
desire ארשׁת
slope אשׁד
pillar אשׁיה
be long ארך
hare ארנבת
betroth ארשׂ
Ashdod אשׁדוד
Ashima אשׁימא
Arkite ארכי
Arnon ארנון
mallow <flower> ארת
from Ashdod אשׁדודי
raisin cake אשׁישׁה
Aram Maacah ארם מעכה
Arnan ארנן
Artaxerxes ארתחשׁסתא
woman אשׁה
testicle אשׁך
Mesopotamia ארם נהרים
Ornan ארנן
Artaxerxes ארתחשׁשׂתא
fire offering אשׁה
grape אשׁכול
Aram ארם
Arpad ארפד
fire אשׁ
approach אשׁון
Eshcol אשׁכל
dwelling tower ארמון
Arpachshad ארפכשׁד
existence אשׁ
Asshur אשׁור
<valley of grapes> אשׁכל
Aramean ארמי
earth ארץ
Ashbel אשׁבל
step אשׁור
Ashkenaz אשׁכנז
in Aramaic ארמי
Arza ארצא
Ashbelite אשׁבלי
step אשׁור
tribute אשׁכר
Armoni ארמני
curse ארר
Eshban אשׁבן
Ashurite אשׁורי
tamarisk אשׁל
laurel ארן
Ararat אררט
Ashbea אשׁבע
Asshurites אשׁורים
guilt אשׁם
guilty אשׁם
<type of cake> אשׁפר
<uncertain> אשׁשׁ
together with את
reward אתנה
do wrong אשׁם
ash pit אשׁפת
Eshtaol אשׁתאל
Ethbaal אתבעל
Ethni אתני
guiltiness אשׁמה
Ashkelon אשׁקלון
Eshtaolite אשׁתאלי
you אתה
gift אתנן
night watch אשׁמורה
Ashkelonite אשׁקלוני
Eshton אשׁתון
come אתה
Ethnan אתנן
<uncertain> אשׁמנים
<relative> אשׁר
Eshtemoa אשׁתמע
she-ass אתון
Atharim אתרים
night watch אשׁמרת
happiness אשׁר
Asarel אשׂראל
Ittai אתי
window אשׁנב
Asher אשׁר
Asarelah אשׂראלה
gallery אתיק
Ashnah אשׁנה
happiness אשׁר
Asriel אשׂריאל
you אתם
Eshan אשׁען
be happy אשׁר
Asrielite אשׂריאלי
Etham אתם
conjurer אשׁף
walk straight אשׁר
<object marker> את
yesterday אתמול
quiver אשׁפה
asherah אשׁרה
ploughshare את
you אתן
Ashpenaz אשׁפנז
from Asher אשׁרי
you את
you אתנה
